#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2008724758","SAMN06007562","PRJNA352974","GCA_002111365.1","Complete",7.38379,67.92,"chromosome 1:NZ_CP018382.1/CP018382.1; chromosome 2:NZ_CP018383.1/CP018383.1",,2,7053,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/365/GCA_002111365.1_ASM211136v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/365/GCF_002111365.1_ASM211136v1"
"Burkholderia pseudomallei 1710b","Bacteria;Proteobacteria;Betaproteobacteria","1710b","SAMN02604036","PRJNA13954","GCA_000012785.1","Complete",7.30805,67.9918,"chromosome I:NC_007434.1/CP000124.1; chromosome II:NC_007435.1/CP000125.1",,2,6462,"2005-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/785/GCA_000012785.1_ASM1278v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/785/GCF_000012785.1_ASM1278v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","3000465972","SAMN06007579","PRJNA352974","GCA_002111305.1","Complete",7.4284,67.9335,"chromosome 1:NZ_CP018416.1/CP018416.1; chromosome 2:NZ_CP018417.1/CP018417.1",,2,6640,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/305/GCA_002111305.1_ASM211130v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/305/GCF_002111305.1_ASM211130v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2002721184","SAMN06007557","PRJNA352974","GCA_002111085.1","Complete",7.38214,67.9208,"chromosome 1:NZ_CP018373.1/CP018373.1; chromosome 2:NZ_CP018374.1/CP018374.1",,2,6530,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/085/GCA_002111085.1_ASM211108v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/085/GCF_002111085.1_ASM211108v1"
"Burkholderia pseudomallei 7894","Bacteria;Proteobacteria;Betaproteobacteria","7894","SAMN03075630","PRJNA238559","GCA_000959265.1","Complete",7.38191,67.9208,"chromosome I:NZ_CP009535.1/CP009535.1; chromosome II:NZ_CP009536.1/CP009536.1",,2,6196,"2015-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/265/GCA_000959265.1_ASM95926v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/265/GCF_000959265.1_ASM95926v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","Bp1651","SAMN03451120","PRJNA274367","GCA_001318245.1","Complete",7.26002,68.1035,"chromosome 1:NZ_CP012041.1/CP012041.1; chromosome 2:NZ_CP012042.1/CP012042.1",,2,6028,"2015-10-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/318/245/GCA_001318245.1_ASM131824v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/318/245/GCF_001318245.1_ASM131824v1"
"Burkholderia pseudomallei TSV 48","Bacteria;Proteobacteria;Betaproteobacteria","TSV 48","SAMN02951644","PRJNA231196","GCA_000770495.1","Complete",7.33762,68.0199,"chromosome 1:NZ_CP009161.1/CP009161.1; chromosome 2:NZ_CP009160.1/CP009160.1",,2,6114,"2014-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/495/GCA_000770495.1_ASM77049v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/495/GCF_000770495.1_ASM77049v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2011756189","SAMN06007565","PRJNA352974","GCA_002111165.1","Complete",7.34497,67.921,"chromosome 1:NZ_CP018389.1/CP018389.1; chromosome 2:NZ_CP018390.1/CP018390.1",,2,6474,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/165/GCA_002111165.1_ASM211116v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/165/GCF_002111165.1_ASM211116v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","FDAARGOS_593","SAMN10228573","PRJNA231221","GCA_003798245.1","Complete",7.25552,68.1046,"chromosome 1:NZ_CP033703.1/CP033703.1; chromosome 2:NZ_CP033704.1/CP033704.1",,2,7011,"2018-11-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/798/245/GCA_003798245.1_ASM379824v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/798/245/GCF_003798245.1_ASM379824v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BGR","SAMN02866376","PRJNA244419","GCA_000756085.1","Complete",7.23139,68.1604,"chromosome 1:NZ_CP008834.1/CP008834.1; chromosome 2:NZ_CP008835.1/CP008835.1",,2,6142,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/085/GCA_000756085.1_ASM75608v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/085/GCF_000756085.1_ASM75608v1"
"Burkholderia pseudomallei 1026b","Bacteria;Proteobacteria;Betaproteobacteria","1026b","SAMN02604257","PRJNA52063","GCA_000260515.1","Complete",7.23142,68.1604,"chromosome 1:NC_017831.1/CP002833.1; chromosome 2:NC_017832.1/CP002834.1",,2,6150,"2012-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/515/GCA_000260515.1_ASM26051v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/515/GCF_000260515.1_ASM26051v1"
"Burkholderia pseudomallei 1026b","Bacteria;Proteobacteria;Betaproteobacteria","1026b","SAMN03097397","PRJNA178698","GCA_000959125.1","Complete",7.23767,68.1608,"chromosome 1:NZ_CP004379.1/CP004379.1; chromosome 2:NZ_CP004380.1/CP004380.1",,2,6130,"2015-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/125/GCA_000959125.1_ASM95912v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/125/GCF_000959125.1_ASM95912v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","14M0960418","SAMN05762138","PRJNA342555","GCA_002860065.1","Complete",7.22224,68.1467,"chromosome 1:NZ_CP019042.1/CP019042.1; chromosome 2:NZ_CP019043.1/CP019043.1",,2,6404,"2018-01-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/860/065/GCA_002860065.1_ASM286006v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/065/GCF_002860065.1_ASM286006v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","VB976100","SAMN05930279","PRJNA349440","GCA_001885195.1","Complete",7.28121,68.0191,"chromosome 1:NZ_CP018054.1/CP018054.1; chromosome 2:NZ_CP018055.1/CP018055.1",,2,6429,"2016-11-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/885/195/GCA_001885195.1_ASM188519v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/195/GCF_001885195.1_ASM188519v1"
"Burkholderia pseudomallei MSHR491","Bacteria;Proteobacteria;Betaproteobacteria","MSHR491","SAMN02768252","PRJNA238260","GCA_000959205.1","Complete",7.35638,67.9777,"chromosome I:NZ_CP009485.1/CP009485.1; chromosome II:NZ_CP009484.1/CP009484.1",,2,6241,"2015-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/205/GCA_000959205.1_ASM95920v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/205/GCF_000959205.1_ASM95920v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2013833055","SAMN06007573","PRJNA352974","GCA_002111025.1","Complete",7.34383,67.9224,"chromosome 1:NZ_CP018406.1/CP018406.1; chromosome 2:NZ_CP018407.1/CP018407.1",,2,7014,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/025/GCA_002111025.1_ASM211102v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/025/GCF_002111025.1_ASM211102v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2013833057","SAMN06007574","PRJNA352974","GCA_002111265.1","Complete",7.3436,67.9224,"chromosome 1:NZ_CP018408.1/CP018408.1; chromosome 2:NZ_CP018409.1/CP018409.1",,2,6491,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/265/GCA_002111265.1_ASM211126v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/265/GCF_002111265.1_ASM211126v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BPHN1","SAMN07638450","PRJNA407094","GCA_003606245.1","Complete",7.29363,68.0765,"chromosome 1:NZ_CP023775.1/CP023775.1; chromosome 2:NZ_CP023776.1/CP023776.1",,2,6182,"2018-10-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/606/245/GCA_003606245.1_ASM360624v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/606/245/GCF_003606245.1_ASM360624v1"
"Burkholderia pseudomallei K96243","Bacteria;Proteobacteria;Betaproteobacteria","K96243","SAMN03075610","PRJNA235893","GCA_000959285.1","Complete",7.24761,68.0502,"chromosome I:NZ_CP009538.1/CP009538.1; chromosome II:NZ_CP009537.1/CP009537.1",,2,6153,"2015-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/285/GCA_000959285.1_ASM95928v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/285/GCF_000959285.1_ASM95928v1"
"Burkholderia pseudomallei K96243","Bacteria;Proteobacteria;Betaproteobacteria","K96243","SAMEA1705938","PRJNA178","GCA_000011545.1","Complete",7.24755,68.0502,"chromosome 1:NC_006350.1/BX571965.1; chromosome 2:NC_006351.1/BX571966.1",,2,6191,"2004-09-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/545/GCA_000011545.1_ASM1154v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/545/GCF_000011545.1_ASM1154v1"
"Burkholderia pseudomallei MSHR146","Bacteria;Proteobacteria;Betaproteobacteria","MSHR146","SAMN02641522","PRJNA178671","GCA_000521645.1","Complete",7.3131,68.0219,"chromosome I:NZ_CP004042.1/CP004042.1; chromosome II:NZ_CP004043.1/CP004043.1",,2,6466,"2014-01-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/645/GCA_000521645.1_ASM52164v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/645/GCF_000521645.1_ASM52164v1"
"Burkholderia pseudomallei MSHR511","Bacteria;Proteobacteria;Betaproteobacteria","MSHR511","SAMN02641523","PRJNA178674","GCA_000520895.1","Complete",7.31609,68.022,"chromosome I:NZ_CP004023.1/CP004023.1; chromosome II:NZ_CP004024.1/CP004024.1",,2,6459,"2014-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/520/895/GCA_000520895.1_ASM52089v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/520/895/GCF_000520895.1_ASM52089v1"
"Burkholderia pseudomallei NAU20B-16","Bacteria;Proteobacteria;Betaproteobacteria","NAU20B-16","SAMN02641524","PRJNA178676","GCA_000511915.1","Complete",7.31385,68.0219,"chromosome I:NZ_CP004003.1/CP004003.1; chromosome II:NZ_CP004004.1/CP004004.1",,2,6458,"2013-12-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/915/GCA_000511915.1_ASM51191v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/915/GCF_000511915.1_ASM51191v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","MSHR5864","SAMN05607051","PRJNA339871","GCA_001975105.1","Complete",7.31738,68.0776,"chromosome 1:NZ_CP017048.1/CP017048.1; chromosome 2:NZ_CP017049.1/CP017049.1",,2,6453,"2017-01-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/105/GCA_001975105.1_ASM197510v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/105/GCF_001975105.1_ASM197510v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","R15","SAMN08120385","PRJNA420809","GCA_003547015.1","Complete",7.17939,68.2035,"chromosome R15.1:NZ_CP025304.1/CP025304.1; chromosome R15.2:NZ_CP025305.1/CP025305.1",,2,6207,"2018-09-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/547/015/GCA_003547015.1_ASM354701v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/547/015/GCF_003547015.1_ASM354701v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2013746878","SAMN06007572","PRJNA352974","GCA_002111005.1","Complete",7.33038,67.9783,"chromosome 1:NZ_CP018404.1/CP018404.1; chromosome 2:NZ_CP018405.1/CP018405.1",,2,7063,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/005/GCA_002111005.1_ASM211100v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/005/GCF_002111005.1_ASM211100v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","2013746877","SAMN06007571","PRJNA352974","GCA_002111245.1","Complete",7.33029,67.9783,"chromosome 1:NZ_CP018402.1/CP018402.1; chromosome 2:NZ_CP018403.1/CP018403.1",,2,6463,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/245/GCA_002111245.1_ASM211124v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/245/GCF_002111245.1_ASM211124v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","M1","SAMN04966266","PRJNA321146","GCA_001695715.1","Complete",7.31808,67.978,"chromosome 1:NZ_CP016638.1/CP016638.1; chromosome 2:NZ_CP016639.1/CP016639.1",,2,6413,"2016-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/695/715/GCA_001695715.1_ASM169571v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/695/715/GCF_001695715.1_ASM169571v1"
"Burkholderia pseudomallei MSHR5855","Bacteria;Proteobacteria;Betaproteobacteria","MSHR5855","SAMN02866394","PRJNA244422","GCA_000756065.1","Complete",7.2978,68.0218,"chromosome 1:NZ_CP008784.1/CP008784.1; chromosome 2:NZ_CP008783.1/CP008783.1",,2,6125,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/065/GCA_000756065.1_ASM75606v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/065/GCF_000756065.1_ASM75606v1"
"Burkholderia pseudomallei MSHR520","Bacteria;Proteobacteria;Betaproteobacteria","MSHR520","SAMN03081457","PRJNA178699","GCA_000583835.1","Complete",7.45051,67.891,"chromosome I:NZ_CP004368.1/CP004368.1; chromosome II:NZ_CP004369.1/CP004369.1",,2,6217,"2014-03-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/583/835/GCA_000583835.1_ASM58383v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/835/GCF_000583835.1_ASM58383v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","MS","SAMN04966273","PRJNA321146","GCA_001695735.1","Complete",7.31364,67.978,"chromosome 1:NZ_CP016636.1/CP016636.1; chromosome 2:NZ_CP016637.1/CP016637.1",,2,6053,"2016-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/695/735/GCA_001695735.1_ASM169573v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/695/735/GCF_001695735.1_ASM169573v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BSR","SAMN02945026","PRJNA244681","GCA_000755825.1","Complete",7.2727,68.0652,"chromosome 1:NZ_CP009128.1/CP009128.1; chromosome 2:NZ_CP009127.1/CP009127.1",,2,6094,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/825/GCA_000755825.1_ASM75582v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/825/GCF_000755825.1_ASM75582v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","MSHR3763","SAMN04226303","PRJNA339871","GCA_001975145.1","Complete",7.43698,67.8909,"chromosome 1:NZ_CP017052.1/CP017052.1; chromosome 2:NZ_CP017053.1/CP017053.1",,2,6565,"2017-01-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/145/GCA_001975145.1_ASM197514v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/145/GCF_001975145.1_ASM197514v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","MSHR4083","SAMN04226311","PRJNA339871","GCA_001975125.1","Complete",7.43706,67.8909,"chromosome 1:NZ_CP017050.1/CP017050.1; chromosome 2:NZ_CP017051.1/CP017051.1",,2,6219,"2017-01-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/125/GCA_001975125.1_ASM197512v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/125/GCF_001975125.1_ASM197512v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","3000015237","SAMN06007576","PRJNA352974","GCA_002111045.1","Complete",7.31969,67.9783,"chromosome 1:NZ_CP018410.1/CP018410.1; chromosome 2:NZ_CP018411.1/CP018411.1",,2,6174,"2017-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/111/045/GCA_002111045.1_ASM211104v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/045/GCF_002111045.1_ASM211104v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","BDP","SAMN02945025","PRJNA256982","GCA_000755765.1","Complete",7.44216,67.891,"chromosome 1:NZ_CP009209.1/CP009209.1; chromosome 2:NZ_CP009210.1/CP009210.1",,2,6251,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/765/GCA_000755765.1_ASM75576v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/765/GCF_000755765.1_ASM75576v1"
"Burkholderia pseudomallei 406e","Bacteria;Proteobacteria;Betaproteobacteria","406e","SAMN03010441","PRJNA238550","GCA_000959145.1","Complete",7.27151,68.0654,"chromosome 1:NZ_CP009298.1/CP009298.1; chromosome 2:NZ_CP009297.1/CP009297.1",,2,6084,"2015-03-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/145/GCA_000959145.1_ASM95914v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/145/GCF_000959145.1_ASM95914v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","Burk178-Type1","SAMN05571215","PRJNA338800","GCA_001887555.1","Complete",7.29095,68.0776,"chromosome 1:NZ_CP016909.1/CP016909.1; chromosome 2:NZ_CP016910.1/CP016910.1",,2,6419,"2016-11-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/555/GCA_001887555.1_ASM188755v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/555/GCF_001887555.1_ASM188755v1"
"Burkholderia pseudomallei MSHR5848","Bacteria;Proteobacteria;Betaproteobacteria","MSHR5848","SAMN02902465","PRJNA244424","GCA_000755965.1","Complete",7.29043,68.0776,"chromosome 1:NZ_CP008909.1/CP008909.1; chromosome 2:NZ_CP008910.1/CP008910.1",,2,6122,"2014-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/965/GCA_000755965.1_ASM75596v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/965/GCF_000755965.1_ASM75596v1"
"Burkholderia pseudomallei","Bacteria;Proteobacteria;Betaproteobacteria","Burk178-Type2","SAMN05571216","PRJNA338800","GCA_001887575.1","Complete",7.29088,68.0776,"chromosome 1:NZ_CP016911.1/CP016911.1; chromosome 2:NZ_CP016912.1/CP016912.1",,2,6416,"2016-11-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/575/GCA_001887575.1_ASM188757v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/575/GCF_001887575.1_ASM188757v1"
