#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","YC40-M","SAMN04537371","PRJNA314427","GCA_001663415.1","Complete",5.75213,66.7005,"chromosome:NZ_CP015850.1/CP015850.1; plasmid unnamed:NZ_CP015851.1/CP015851.1",,2,4892,"2016-06-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/415/GCA_001663415.1_ASM166341v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/415/GCF_001663415.1_ASM166341v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","SL3822","SAMN07430692","PRJNA396777","GCA_003515605.1","Complete",5.97183,66.7357,"chromosome:NZ_CP022780.1/CP022780.1; plasmid unnamed:NZ_CP022781.1/CP022781.1",,2,4988,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/605/GCA_003515605.1_ASM351560v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/605/GCF_003515605.1_ASM351560v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","CQPS-1","SAMN05437153","PRJNA331070","GCA_002220465.1","Complete",5.89344,66.8399,"chromosome:NZ_CP016914.1/CP016914.1; plasmid unnamed:NZ_CP016915.1/CP016915.1",,2,4827,"2017-07-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/465/GCA_002220465.1_ASM222046v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/465/GCF_002220465.1_ASM222046v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","B2","SAMN14262756","PRJNA609907","GCA_011290405.1","Complete",5.92036,66.806,"chromosome:NZ_CP049787.1/CP049787.1; plasmid unnamed:NZ_CP049788.1/CP049788.1",,2,4992,"2020-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/290/405/GCA_011290405.1_ASM1129040v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/290/405/GCF_011290405.1_ASM1129040v1"
"Ralstonia solanacearum OE1-1","Bacteria;Proteobacteria;Betaproteobacteria","OE1-1","SAMD00034391","PRJDB4012","GCA_001879565.1","Complete",5.76297,66.868,"chromosome:NZ_CP009764.1/CP009764.1; plasmid unnamed:NZ_CP009763.1/CP009763.1",,2,4875,"2016-11-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/879/565/GCA_001879565.1_ASM187956v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/879/565/GCF_001879565.1_ASM187956v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","204","SAMN14262744","PRJNA609905","GCA_011290425.1","Complete",5.82714,66.8387,"chromosome:NZ_CP049793.1/CP049793.1; plasmid unnamed:NZ_CP049794.1/CP049794.1",,2,4906,"2020-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/290/425/GCA_011290425.1_ASM1129042v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/290/425/GCF_011290425.1_ASM1129042v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","203","SAMN14262754","PRJNA609906","GCA_011290445.1","Complete",5.8202,66.8384,"chromosome:NZ_CP049791.1/CP049791.1; plasmid unnamed:NZ_CP049792.1/CP049792.1",,2,4905,"2020-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/290/445/GCA_011290445.1_ASM1129044v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/290/445/GCF_011290445.1_ASM1129044v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","202","SAMN14262755","PRJNA609910","GCA_011290465.1","Complete",5.82652,66.8387,"chromosome:NZ_CP049789.1/CP049789.1; plasmid unnamed:NZ_CP049790.1/CP049790.1",,2,4903,"2020-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/290/465/GCA_011290465.1_ASM1129046v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/290/465/GCF_011290465.1_ASM1129046v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","RSCM","SAMN08180272","PRJNA422474","GCA_002894285.1","Complete",6.00071,66.7212,"chromosome:NZ_CP025985.1/CP025985.1; plasmid p-unname2:NZ_CP025986.1/CP025986.1",,2,5046,"2018-01-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/894/285/GCA_002894285.1_ASM289428v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/894/285/GCF_002894285.1_ASM289428v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","SL3755","SAMN07430691","PRJNA396777","GCA_003515345.1","Complete",5.79285,66.9693,"chromosome:NZ_CP022782.1/CP022782.1; plasmid unnamed:NZ_CP022783.1/CP022783.1",,2,4800,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/345/GCA_003515345.1_ASM351534v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/345/GCF_003515345.1_ASM351534v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T117","SAMN07430706","PRJNA396777","GCA_003515245.1","Complete",5.80746,66.9355,"chromosome:NZ_CP022755.1/CP022755.1; plasmid unnamed:NZ_CP022756.1/CP022756.1",,2,4884,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/245/GCA_003515245.1_ASM351524v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/245/GCF_003515245.1_ASM351524v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T42","SAMN07430697","PRJNA396777","GCA_003515565.1","Complete",5.4977,66.9648,"chromosome:NZ_CP022772.1/CP022772.1; plasmid unnamed:NZ_CP022773.1/CP022773.1",,2,4661,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/565/GCA_003515565.1_ASM351556v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/565/GCF_003515565.1_ASM351556v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","SL3730","SAMN07430690","PRJNA396777","GCA_003515365.1","Complete",5.68606,66.9693,"chromosome:NZ_CP022784.1/CP022784.1; plasmid unnamed:NZ_CP022785.1/CP022785.1",,2,4694,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/365/GCA_003515365.1_ASM351536v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/365/GCF_003515365.1_ASM351536v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","SL2729","SAMN07430685","PRJNA396777","GCA_003515405.1","Complete",5.70334,67.0046,"chromosome:NZ_CP022792.1/CP022792.1; plasmid unnamed:NZ_CP022793.1/CP022793.1",,2,4801,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/405/GCA_003515405.1_ASM351540v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/405/GCF_003515405.1_ASM351540v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","SL2330","SAMN07430684","PRJNA396777","GCA_003515225.1","Complete",5.6746,67.0353,"chromosome:NZ_CP022794.1/CP022794.1; plasmid unnamed:NZ_CP022795.1/CP022795.1",,2,4761,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/225/GCA_003515225.1_ASM351522v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/225/GCF_003515225.1_ASM351522v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","UW386","SAMN11352627","PRJNA531204","GCA_006088755.1","Complete",5.48838,66.9333,"chromosome:NZ_CP039339.1/CP039339.1; plasmid pUW386:NZ_CP039340.1/CP039340.1",,2,4602,"2019-06-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/088/755/GCA_006088755.1_ASM608875v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/088/755/GCF_006088755.1_ASM608875v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T95","SAMN07430702","PRJNA396777","GCA_003515505.1","Complete",5.47451,66.4312,"chromosome:NZ_CP022761.1/CP022761.1; plasmid unnamed:NZ_CP022762.1/CP022762.1",,2,4675,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/505/GCA_003515505.1_ASM351550v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/505/GCF_003515505.1_ASM351550v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","SL2064","SAMN07430682","PRJNA396777","GCA_003515445.1","Complete",5.47361,66.4311,"chromosome:NZ_CP022798.1/CP022798.1; plasmid unnamed:NZ_CP022799.1/CP022799.1",,2,4658,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/445/GCA_003515445.1_ASM351544v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/445/GCF_003515445.1_ASM351544v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","KACC 10722","SAMN04538211","PRJNA314571","GCA_001586135.1","Complete",5.46326,66.4311,"chromosome:NZ_CP014702.1/CP014702.1; plasmid unnamed:NZ_CP014703.1/CP014703.1",,2,4658,"2016-03-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/586/135/GCA_001586135.1_ASM158613v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/586/135/GCF_001586135.1_ASM158613v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","SL3022","SAMN07430686","PRJNA396777","GCA_003515385.1","Complete",5.60525,66.2363,"chromosome:NZ_CP023016.1/CP023016.1; plasmid unnamed:NZ_CP023017.1/CP023017.1",,2,4338,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/385/GCA_003515385.1_ASM351538v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/385/GCF_003515385.1_ASM351538v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","SL3175","SAMN07430688","PRJNA396777","GCA_003515185.1","Complete",5.55599,66.3285,"chromosome:NZ_CP022788.1/CP022788.1; plasmid unnamed:NZ_CP022789.1/CP022789.1",,2,4713,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/185/GCA_003515185.1_ASM351518v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/185/GCF_003515185.1_ASM351518v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T98","SAMN07430703","PRJNA396777","GCA_003515265.1","Complete",5.55598,66.3285,"chromosome:NZ_CP022759.1/CP022759.1; plasmid unnamed:NZ_CP022760.1/CP022760.1",,2,4715,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/265/GCA_003515265.1_ASM351526v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/265/GCF_003515265.1_ASM351526v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T11","SAMN07430694","PRJNA396777","GCA_003515165.1","Complete",5.45063,66.3654,"chromosome:NZ_CP022776.1/CP022776.1; plasmid unnamed:NZ_CP022777.1/CP022777.1",,2,4638,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/165/GCA_003515165.1_ASM351516v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/165/GCF_003515165.1_ASM351516v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","SL2312","SAMN07430683","PRJNA396777","GCA_003515425.1","Complete",5.52146,66.4,"chromosome:NZ_CP022796.1/CP022796.1; plasmid unnamed:NZ_CP022797.1/CP022797.1",,2,4584,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/425/GCA_003515425.1_ASM351542v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/425/GCF_003515425.1_ASM351542v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T82","SAMN07430701","PRJNA396777","GCA_003515525.1","Complete",5.52146,66.4,"chromosome:NZ_CP022763.1/CP022763.1; plasmid unnamed:NZ_CP022764.1/CP022764.1",,2,4599,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/525/GCA_003515525.1_ASM351552v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/525/GCF_003515525.1_ASM351552v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T101","SAMN07430704","PRJNA396777","GCA_003515485.1","Complete",5.52137,66.4,"chromosome:NZ_CP022757.1/CP022757.1; plasmid unnamed:NZ_CP022758.1/CP022758.1",,2,4565,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/485/GCA_003515485.1_ASM351548v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/485/GCF_003515485.1_ASM351548v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T12","SAMN07430695","PRJNA396777","GCA_003515325.1","Complete",5.52098,66.4,"chromosome:NZ_CP022774.1/CP022774.1; plasmid unnamed:NZ_CP022775.1/CP022775.1",,2,4412,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/325/GCA_003515325.1_ASM351532v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/325/GCF_003515325.1_ASM351532v1"
"Ralstonia solanacearum PSI07","Bacteria;Proteobacteria;Betaproteobacteria","PSI07","SAMEA2272112","PRJEA50683","GCA_000283475.1","Complete",5.60562,66.2884,"chromosome:NC_014311.1/FP885906.2; plasmid mpPSI07:NC_014310.1/FP885891.2",,2,4668,"2010-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/475/GCA_000283475.1_ASM28347v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/475/GCF_000283475.1_ASM28347v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","T51","SAMN07430698","PRJNA396777","GCA_003515145.1","Complete",5.40085,66.4302,"chromosome:NZ_CP022770.1/CP022770.1; plasmid unnamed:NZ_CP022771.1/CP022771.1",,2,4607,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/145/GCA_003515145.1_ASM351514v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/145/GCF_003515145.1_ASM351514v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","UW163","SAMN04123295","PRJNA297400","GCA_001587135.1","Complete",5.59624,66.5684,"chromosome:NZ_CP012939.1/CP012939.1; plasmid pUW163a:NZ_CP012941.1/CP012941.1; plasmid pUW163b:NZ_CP012942.1/CP012942.1; plasmid unnamed:NZ_CP012940.1/CP012940.1",,4,4750,"2016-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/135/GCA_001587135.1_ASM158713v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/135/GCF_001587135.1_ASM158713v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","SL3103","SAMN07430687","PRJNA396777","GCA_003515205.1","Complete",5.61813,67.014,"chromosome:NZ_CP022790.1/CP022790.1; plasmid unnamed:NZ_CP022791.1/CP022791.1",,2,4665,"2018-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/515/205/GCA_003515205.1_ASM351520v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/515/205/GCF_003515205.1_ASM351520v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","CIAT_078","SAMN14207021","PRJNA608676","GCA_012562465.1","Complete",5.38932,66.6708,"chromosome:NZ_CP051296.1/CP051296.1; plasmid megaplasmid:NZ_CP051295.1/CP051295.1",,2,4382,"2020-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/562/465/GCA_012562465.1_ASM1256246v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/562/465/GCF_012562465.1_ASM1256246v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","IBSBF 2570","SAMN08378625","PRJNA430795","GCA_003590585.1","Complete",5.43107,66.6718,"chromosome:NZ_CP026090.1/CP026090.1; plasmid unnamed:NZ_CP026091.1/CP026091.1",,2,4574,"2018-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/590/585/GCA_003590585.1_ASM359058v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/590/585/GCF_003590585.1_ASM359058v1"
"Ralstonia solanacearum Po82","Bacteria;Proteobacteria;Betaproteobacteria","Po82","SAMN02603411","PRJNA66837","GCA_000215325.1","Complete",5.43026,66.6359,"chromosome:NC_017574.1/CP002819.1; plasmid megaplasmid:NC_017575.1/CP002820.1",,2,4583,"2011-05-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/325/GCA_000215325.1_ASM21532v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/325/GCF_000215325.1_ASM21532v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","KACC10709","SAMN04539710","PRJNA314721","GCA_001708525.1","Complete",5.60824,67.0383,"chromosome:NZ_CP016904.1/CP016904.1; plasmid unnamed1:NZ_CP016905.1/CP016905.1",,2,4727,"2016-08-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/525/GCA_001708525.1_ASM170852v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/525/GCF_001708525.1_ASM170852v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","IBSBF1503","SAMN04123299","PRJNA297402","GCA_001587155.1","Complete",5.53025,66.6626,"chromosome:NZ_CP012943.1/CP012943.1; plasmid unnamed:NZ_CP012944.1/CP012944.1",,2,4643,"2016-03-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/587/155/GCA_001587155.1_ASM158715v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/587/155/GCF_001587155.1_ASM158715v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","UY031","SAMN03402637","PRJNA278086","GCA_001299555.1","Complete",5.41168,66.5739,"chromosome:NZ_CP012687.1/CP012687.1; plasmid unnamed:NZ_CP012688.1/CP012688.1",,2,4576,"2015-09-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/299/555/GCA_001299555.1_ASM129955v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/299/555/GCF_001299555.1_ASM129955v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","RS 488","SAMN07176573","PRJNA388430","GCA_002501565.1","Complete",5.41169,66.5739,"chromosome:NZ_CP021652.1/CP021652.1; plasmid unnamed:NZ_CP021653.1/CP021653.1",,2,4572,"2017-10-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/565/GCA_002501565.1_ASM250156v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/501/565/GCF_002501565.1_ASM250156v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","RS 489","SAMN07189980","PRJNA388980","GCA_002549815.1","Complete",5.4115,66.5739,"chromosome:NZ_CP021766.1/CP021766.1; plasmid unnamed:NZ_CP021767.1/CP021767.1",,2,4542,"2017-10-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/549/815/GCA_002549815.1_ASM254981v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/549/815/GCF_002549815.1_ASM254981v1"
"Ralstonia solanacearum","Bacteria;Proteobacteria;Betaproteobacteria","UA-1617","SAMN10366522","PRJNA503606","GCA_003860745.1"," Chromosome",5.36248,66.7,"chromosome:NZ_CP034199.1/CP034199.1",,1,4550,"2018-12-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/860/745/GCA_003860745.1_ASM386074v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/860/745/GCF_003860745.1_ASM386074v1"
